brand,product_code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
"Carrefour BIO, Carrefour",3560070483471,Pur jus de citron,8.0,33.47,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,100.0,1.0,Low,Low,False
Saveurs de nos regions,20840839,Préparation de fruits clémentines et oranges de Corse,199.7,835.54,47.0,47.0,0.5,0.1,0.5,2.6,0.03,0.01,4.0,14.4,62.5,1.0,Medium,High,True
"Marque Repère, Comptoir du Grain",3564700444207,Riz complet,360.0,1506.24,75.0,0.5,2.6,0.5,7.7,2.9,0.0,0.0,1.0,-1.0,0.0,0.01,High,Low,False
"Marque Repère, Les Croisés",3564700621639,Emmental rapé,377.0,1577.37,2.0,2.0,29.0,20.0,27.0,0.0,0.9,0.36,3.0,11.0,0.0,1.0,High,Low,False
Go Nuts,3770008500037,Beurre de cacahuètes Bio,622.7,2605.38,14.8,5.9,49.1,8.4,26.1,8.6,0.02,0.01,1.0,-7.0,100.0,0.4,High,Medium,False
Grace,5035139217604,Lait de coco,174.0,728.02,2.0,2.0,18.0,2.0,1.0,0.0,0.07,0.03,4.0,6.0,86.0,1.0,Medium,Low,True
Cristaline,3254381048343,CRISTALINE Eau de Source au jus de fruits FRAISE 50cl,14.8,61.92,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.38,1.0,Low,Low,True
"Bio Village, Marque Repère",3564707105637,Lait amande intense bio,68.5,286.6,4.9,4.2,4.1,0.4,1.7,2.6,0.02,0.01,4.0,6.0,7.0,0.86,Low,Low,True
Gerlinea,3175681224797,Crousti Chocolat,494.2,2067.73,60.0,1.4,24.0,15.0,6.0,7.1,0.38,0.15,4.0,12.0,0.0,0.02,High,Low,True
Tramier,8410179016375,OPTIMA Bio Olive,900.0,3765.6,0.0,0.0,100.0,12.0,0.0,0.0,0.0,0.0,2.0,4.0,20.0,0.0,High,Low,False
Clipper,5021991938818,Thé vert,5.4,22.59,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,1.0,0.0,0.0,0.0,Low,Low,False
"Bouton D'Or, Les creations",3250391320530,Chips de légumes,505.2,2113.76,41.1,33.9,32.2,2.5,5.3,14.9,0.84,0.34,3.0,16.0,70.1,0.82,High,High,False
"Curly, Intersnack, Vico",3336971209140,Curly Cacahuète L'Original,487.0,2037.61,52.0,1.4,24.0,3.2,13.0,5.5,1.5,0.6,4.0,13.0,30.0,0.03,High,Low,True
Heinz,8715700112589,Tomato ketchup,34.1,142.67,5.4,4.4,0.1,0.0,1.6,2.6,0.05,0.02,4.0,-1.0,67.87,0.81,Low,Low,True
"Fisch, IGLO Fisch, Iglo, offen 10 Stück, IGLO Tk-Fisch",4250241203524,Fischstäbchen,203.0,849.35,18.0,0.8,8.6,0.7,13.0,0.8,0.75,0.3,3.0,0.0,7.29,0.04,Medium,Low,False
Jardin bio,3456300012422,Pâte à tartiner choco noisette,552.8,2312.92,40.0,32.0,38.0,5.5,5.7,14.0,0.08,0.03,4.0,15.0,10.0,0.8,High,High,True
Terres & Céréales Bio,3421557910210,Muesli aux fruits,371.0,1552.26,60.0,1.0,7.0,1.3,12.0,10.0,0.01,0.0,2.8,-4.0,0.0,0.02,High,Low,False
"Savencia, St Môret",3272770004817,St. Môret Frischkäse Nature,207.4,867.76,3.5,3.0,17.8,13.2,8.3,0.0,1.3,0.52,4.0,15.0,0.0,0.86,Medium,Low,True
Côte d'Or,5410081206201,180G AMAN CARA COTE D OR,527.2,2205.8,55.0,54.0,30.0,18.0,7.7,3.2,0.33,0.13,4.0,31.0,0.0,0.98,High,High,True
"Alnatura, Alnatura GmbH",4104420181144,"Erdnussmus, fein",630.2,2636.76,11.0,5.4,52.0,9.8,26.0,7.1,0.03,0.01,1.0,-5.0,92.19,0.49,High,Medium,False
Hacendado,8480000047069,Aceite de oliva virgen extra,819.0,3426.7,0.0,0.0,91.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,High,Low,False
Maille,3036810207589,Moutarde à l'Ancienne,160.4,671.11,9.4,6.0,10.0,0.4,6.9,2.6,5.2,2.08,4.0,23.0,0.0,0.64,Medium,Medium,True
Wasa,7300400481700,Volkoren cracker,330.0,1380.72,58.0,1.5,2.0,0.4,10.0,20.0,1.25,0.5,3.0,1.0,0.0,0.03,High,Low,False
Alpina,3252971341003,Avoines,360.0,1506.24,72.0,2.0,2.0,0.3,12.0,3.0,0.01,0.0,1.0,-3.0,0.0,0.03,High,Low,False
Liebig,3036811366988,Mouliné de légumes,33.4,139.75,5.3,2.1,0.8,0.3,0.7,1.1,0.85,0.34,4.0,4.0,31.37,0.4,Low,Low,True
Hacendado,8480000205711,Yogur al estilo griego Stracciatella,164.1,686.59,15.4,15.0,9.3,6.4,3.4,2.6,0.12,0.05,4.0,11.0,0.0,0.97,Medium,Medium,True
Haribo,3103220022696,300G DRAGÖLO HARIBO,362.5,1516.7,85.0,54.0,0.5,0.1,3.2,2.6,0.06,0.02,4.0,19.0,0.08,0.64,High,High,True
hacendado,8480000531414,Salchichas Frankfurt,206.1,862.32,5.2,0.5,14.9,4.0,11.5,2.6,0.01,0.0,4.0,1.0,0.0,0.1,Medium,Low,True
Hacendado,8480000511829,30 lonchas de queso fundido sabor suave,236.2,988.26,13.5,5.8,15.0,11.1,10.5,2.6,2.85,1.14,4.0,23.0,0.0,0.43,Medium,Medium,True
"Le Fromage Fouetté Madame Loïk, Paysan Breton",3412290071870,Paysan Breton - Le Fromage Fouetté Madame Loïk - Figue Noix de nos régions françaises,271.6,1136.37,7.5,6.5,24.0,15.0,5.9,1.0,1.1,0.44,4.0,17.0,7.8,0.87,Medium,Medium,True
"Marque Repère, P'tit Déli",3564700438244,Déli Matin allégé de 30% en sucres aux pépites de chocolat,444.0,1857.7,71.0,16.0,13.0,4.9,8.2,5.1,0.8,0.32,4.0,14.0,0.0,0.23,High,High,True
Vita d'or,20239220,Mayonnaise à la moutarde de Dijon,646.5,2704.96,2.6,2.3,69.9,5.6,1.6,0.3,1.44,0.58,4.0,8.0,70.6,0.88,High,Low,True
Danone,3033491602030,Hipro 25g protéines Chocolat,55.5,232.21,5.0,4.8,0.2,0.1,7.6,1.65,0.2,0.08,4.0,3.4,0.0,0.96,Low,Low,True
Bonne Maman,3608580017257,Confitures moins sucrée - Fraise & framboise intense,163.7,684.92,39.0,39.0,0.1,0.0,0.5,2.4,0.0,0.0,4.0,11.0,67.17,1.0,Medium,High,True
"Merci,Storck",4014400900217,БОНБОНИ МЕРСИ,560.9,2346.81,49.9,48.0,36.1,20.0,7.8,2.6,0.18,0.07,4.0,30.0,6.6,0.96,High,High,True
Hacendado,8480000142030,María choco,465.8,1948.91,69.0,24.0,17.0,3.7,7.6,3.2,0.75,0.3,4.0,16.0,0.0,0.35,High,High,True
Carrefour,3560070972180,Sardines au citron & basilic,158.5,663.16,1.2,0.7,7.3,2.4,22.0,0.0,0.9,0.36,4.0,0.0,3.64,0.58,Medium,Low,True
Carrefour,3560071010577,Guacamole extra,201.0,840.98,4.0,0.7,19.0,3.4,1.8,3.4,0.76,0.3,4.0,2.0,97.92,0.18,Medium,Low,True
Hacendado,8480000141972,Galletas Relieve,462.6,1935.52,71.0,20.0,16.0,1.9,6.9,3.5,0.53,0.21,4.0,12.0,16.0,0.28,High,High,True
"Milbona, Privatmolkerei Bechtel",20917906,Joghurt mild cremig gerührt,75.7,316.73,5.2,5.2,3.5,2.5,4.5,2.7,0.12,0.05,1.0,2.0,0.0,1.0,Low,Medium,False
"Barilla,Mulino Bianco",8076809573757,Cioccograno mb 330g,473.0,1979.03,60.0,22.0,21.0,9.7,7.7,6.6,0.41,0.16,4.0,18.0,0.0,0.37,High,High,True
"Marque Repère, Les Croisés",3564706596788,Comté,413.0,1727.99,0.5,0.5,34.0,24.0,26.0,0.5,1.0,0.4,3.0,12.0,0.0,1.0,High,Low,False
"Petits filous pots, Yoplait",3329770071391,Fromage frais sucré aromatisé enrichi en vitamine D,95.6,399.99,11.9,11.4,2.4,1.6,5.3,2.6,0.12,0.05,4.0,3.0,6.6,0.96,Low,Medium,True
Manner,9000331607917,Original Neapolitaner,485.6,2031.75,65.0,46.0,22.0,13.0,5.6,2.6,0.15,0.06,4.0,29.0,25.33,0.71,High,High,True
"Marque Repère,P'tit Déli",3564700668740,Déli Matin Multi-Céréales,447.0,1870.25,67.0,21.0,15.0,6.1,8.0,6.0,1.4,0.56,4.0,20.0,0.0,0.31,High,High,True
Hacendado,8480000049032,Limón exprimido,33.8,141.42,7.1,0.01,0.0,0.0,0.0,2.7,1.5,0.6,1.0,3.0,99.98,0.0,Low,Low,False
Ethiquable,3760091720603,Chocolat noir Fèves de cacao,542.4,2269.4,21.0,16.0,44.0,26.0,8.1,15.0,0.14,0.06,3.2,15.0,0.0,0.76,High,High,False
Fleury Michon,3302740047374,Le Supérieur à l'Étouffée - Conservation sans Nitrite,120.4,503.75,0.5,0.5,2.8,1.0,22.0,2.6,1.5,0.6,4.0,6.0,2.97,1.0,Medium,Low,True
la laitière,3023290050255,mousse chocolat,118.5,495.8,10.7,10.2,6.7,4.3,3.2,1.3,0.18,0.07,4.0,15.0,0.0,0.95,Medium,Medium,True
"Baresa, Freshona",20878108,Tomate frito,74.8,312.96,10.0,6.9,3.0,0.5,1.4,1.1,0.9,0.36,4.0,5.0,55.56,0.69,Low,Medium,True
"E.Leclerc, Eco +, Eco+, Leclerc",3450970102124,Lait Demi-Ecrémé - Stérilisé UHT,45.9,192.05,4.8,4.8,1.5,1.0,3.3,0.0,0.11,0.04,1.0,-1.0,0.0,1.0,Low,Low,False
Bonne Maman,3178530421064,Petites tartelettes Chocolat caramel,489.2,2046.81,65.0,36.0,22.0,12.0,6.6,2.4,0.63,0.25,4.0,29.0,1.58,0.55,High,High,True
Alesto,20005672,"Erdnüsse, pikant gewürzt",580.8,2430.07,16.0,1.7,45.6,2.2,25.3,2.6,21.91,8.76,4.0,-1.4,56.25,0.11,High,Low,True
ENVIA,20527488,Lait saveur cacao,66.9,279.91,10.0,10.0,1.5,1.0,3.0,0.7,0.13,0.05,4.0,8.0,0.0,1.0,Low,Medium,True
HP Foods,5000111001007,hp sauce 255g,123.46,516.56,28.3,23.1,0.1,0.0,0.9,2.88,1.3,0.52,3.0,13.0,0.0,0.82,Medium,High,False
Essalsabil,6130576000020,Voda,5.4,22.59,0.0,0.0,0.0,0.0,0.0,2.7,73.66,29.46,1.0,0.0,0.0,0.0,Low,Low,False
Gullón,8410376017342,Cookies de Cacao con Chips de Chocolate sin Gluten,467.4,1955.6,64.0,19.0,20.0,4.6,4.2,7.3,0.6,0.24,4.0,12.0,0.0,0.3,High,High,True
snacks of the world,8711299020489,Nuts & Raisins unsalted,497.66,2082.21,37.0,26.9,31.1,4.7,16.0,2.88,0.08,0.03,3.0,17.0,92.8,0.73,High,High,False
Barilla,8076809578356,Tortiglioni- Pâtes alimentaires de semoule et de blé dur 500G,346.5,1449.76,64.0,3.5,2.5,0.5,13.0,8.0,0.01,0.0,1.0,-5.0,0.0,0.05,High,Low,False
Rice up!,3800233070033,Puffasztott Barna Rizs,395.0,1652.68,79.0,1.0,3.6,0.5,8.2,6.9,0.95,0.38,3.0,1.0,0.0,0.01,High,Low,False
"Royal, Mondelez",7622300383947,Caramelo Liquido,293.2,1226.75,72.0,40.5,0.0,0.1,0.0,2.6,0.0,0.0,4.0,14.0,0.0,0.56,Medium,High,True
"Crownfield, Master crumble",20419813,Crunchy muesli,298.0,1246.83,44.0,11.0,10.0,2.0,6.0,4.0,0.32,0.13,4.0,11.0,0.0,0.25,Medium,Medium,True
Natural Happiness,8711299021110,Nut Mix,609.8,2551.4,8.5,4.3,55.0,4.7,20.2,0.0,0.0,0.0,1.0,12.0,100.0,0.51,High,Low,False
"Bresso, Savencia",3272770015653,Bresso 100% Pflanzlich - Kräuter der Provence,227.0,949.77,7.4,1.1,19.0,1.7,4.6,4.0,1.1,0.44,4.0,6.0,25.72,0.15,Medium,Low,True
Cevital,6130234001161,Lalla Khedidja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,5.5,1.0,0.0,0.0,0.0,Low,Low,False
"Nestlé, San Pellegrino",8002270776823,S.pellegrino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,4.0,0.0,0.0,0.0,Low,Low,True
Hacendado,8480000213273,Guacamole,94.7,396.22,12.9,11.8,2.9,1.8,3.7,1.1,0.12,0.05,4.0,4.0,0.5,0.91,Low,Medium,True
Mateg,6130788000023,صول  مرغرين,721.6,3019.17,0.3,0.1,80.0,37.0,0.1,0.0,0.45,0.18,4.0,19.0,0.0,0.33,High,Low,True
"Alfredo,Lidl,Trattoria - Alfredo",4056489443025,Pizza Cuite Sur Pierre - Margherita,207.8,869.44,31.0,3.3,5.0,2.1,8.6,2.2,0.88,0.35,4.0,5.0,29.1,0.11,Medium,Low,True
Milbona,4056489526384,Goldessa,240.5,1006.25,2.8,2.8,21.7,14.7,7.2,2.6,0.78,0.31,4.0,13.0,0.0,1.0,Medium,Low,True
"Kania,Lidl",20201845,Rotisseur French Mustard,151.2,632.62,2.3,1.6,12.0,0.9,7.2,2.6,5.2,2.08,4.0,22.0,0.0,0.7,Medium,Low,True
Oreo,7622300315283,Oreo Original,478.6,2002.46,68.0,38.0,20.0,5.4,5.3,2.7,0.73,0.29,4.0,24.0,10.14,0.56,High,High,True
"WW, Weight Watchers",3175681287211,Biscuits petit déjeuner,466.8,1953.09,61.0,13.0,19.0,2.6,8.3,9.3,0.42,0.17,4.0,7.0,12.08,0.21,High,Medium,True
L'Atelier Blini,3292070009947,"Houmous à la libanaise, thym et sésame doré",322.7,1350.18,7.5,0.2,27.7,2.7,7.2,7.3,0.99,0.4,3.0,2.0,67.35,0.03,High,Low,False
Arborea,8002724002966,Latte parzialmente scremato,75.05,314.01,7.4,7.4,2.25,1.8,4.95,2.7,0.3,0.12,1.0,0.0,0.0,1.0,Low,Medium,False
yosoy,8423352106947,Bebida De Avena,64.96,271.79,6.7,3.54,3.2,0.92,1.2,2.28,0.56,0.22,3.4,9.6,19.0,0.53,Low,Low,False
Galbusera,8002190006529,Cereali G - granola e frolla,472.0,1974.85,58.6,21.0,21.0,4.8,8.4,7.5,0.28,0.11,4.0,11.0,0.0,0.36,High,High,True
TOQUE DU CHEF,4056489564645,Tajine de bœuf,145.2,607.52,16.0,2.3,6.2,1.4,5.4,1.9,0.9,0.36,4.0,4.0,42.56,0.14,Medium,Low,True
Philadelphia,5998711723163,Original Pack Familiar,228.2,954.79,4.3,4.3,21.0,14.0,5.4,0.2,0.7,0.28,3.0,14.0,0.0,1.0,Medium,Low,False
"Oasis,Oasis tropical",3124480193582,Oasis tropical,32.0,133.89,6.6,6.6,0.0,0.0,0.1,2.6,0.03,0.01,4.0,7.0,9.35,1.0,Low,Medium,True
"Gran Pavesi, Pavesi",8013355501506,Gpav cracker salato pav 560 gr,436.4,1825.9,64.0,3.2,14.0,2.1,11.0,5.2,2.2,0.88,3.0,15.0,0.0,0.05,High,Low,False
"null, La vache qui rit",3073781154481,La vache qui rit,220.2,921.32,6.5,6.5,17.0,11.5,9.0,2.6,1.7,0.68,4.0,18.0,0.0,1.0,Medium,Medium,True
"Freshona,Kidneybohnen",4056489666028,Bohnen Kidney,97.4,407.52,13.0,0.5,0.6,0.1,7.0,6.0,0.5,0.2,4.0,-2.0,0.0,0.04,Low,Low,True
Sainsbury's Taste the Difference,1121124,Kalamata Olive Bloomer,121.6,508.77,22.4,2.3,1.4,0.2,4.1,1.5,0.55,0.22,3.0,6.0,10.25,0.1,Medium,Low,False
Liebig,3036811470012,Mouliné légumes du potager,35.5,148.53,5.5,2.0,0.9,0.5,0.7,1.3,0.66,0.26,3.0,3.0,31.74,0.36,Low,Low,False
Barilla,8076809580762,Pesto Genovese,477.2,1996.6,9.8,4.5,46.0,5.3,4.7,2.6,4.28,1.71,4.0,9.8,75.0,0.46,High,Low,True
Maille,8720182298553,Maille mout vdt eau 245g,145.0,606.68,3.5,1.9,11.0,0.6,7.0,2.0,4.9,1.96,3.0,21.0,0.0,0.54,Medium,Low,False
"San Pellegrino, Nestlé",8002270506833,Sanpellegrino,59.4,248.53,14.5,14.5,0.0,0.0,0.3,0.1,0.01,0.0,4.0,8.0,16.1,1.0,Low,Medium,True
"Doritos,Walkers",5000328741314,Doritos Tangy Cheese,233.6,977.38,29.0,1.8,11.0,1.1,3.3,2.7,0.42,0.17,4.0,9.0,4.17,0.06,Medium,Low,True
Mcennedy,4056489651086,Cranberry drink,34.9,146.02,8.4,8.4,0.1,0.0,0.1,0.0,0.03,0.01,4.0,10.0,27.75,1.0,Low,Medium,True
Piątnica,5900531001130,Śmietana 18%,191.2,799.98,4.8,3.6,18.0,11.0,2.5,0.0,0.1,0.04,3.0,13.0,0.0,0.75,Medium,Low,False
Bonne Maman,3178530423839,Petites Madeleines,446.2,1866.9,56.0,29.0,22.0,14.0,5.5,1.1,0.86,0.34,4.0,27.0,0.31,0.52,High,High,True
Merveilles du Monde,3770024649062,Tablette Lait noisettes et amandes pilées,561.0,2347.22,47.0,46.0,37.0,18.0,8.5,3.0,0.16,0.06,4.0,30.0,13.0,0.98,High,High,True
Sarson's,5060336500044,Malt Vinegar,203.44,851.19,35.96,19.18,5.6,29.76,2.3,0.0,13.37,5.35,2.0,7.2,0.0,0.53,Medium,High,False
Nurishh,3073781155594,Râpé Gran Vegiano,268.0,1121.31,44.0,2.0,10.0,9.0,0.5,0.0,3.5,1.4,4.0,28.0,0.0,0.05,Medium,Low,True
Nature’s Path,58449770206,Heritage Flakes Cereal,171.5,717.56,31.0,5.0,1.5,0.0,5.0,7.0,0.42,0.17,3.0,7.0,0.0,0.16,Medium,Low,False
Kingsmill,5010092093243,Wholemeal,235.4,984.91,38.5,4.3,3.0,0.5,10.5,6.2,1.0,0.4,4.0,0.0,0.24,0.11,Medium,Low,True
PRINCES,5000232414700,Corned beef,230.86,965.92,1.1,1.1,13.5,6.5,24.8,2.88,2.2,0.88,3.0,18.0,0.0,1.0,Medium,Low,False
"San Pellegrino,Nestlé",8002270586835,Aranciata Rossa,18.6,77.82,4.5,4.4,0.0,0.0,0.1,0.1,0.02,0.01,4.0,8.0,17.5,0.98,Low,Low,True
Ligeresa,8720182382214,Original,287.0,1200.81,9.0,2.4,27.0,4.4,0.7,2.6,0.99,0.4,4.0,11.0,0.0,0.27,Medium,Low,True
Asda,5051413575994,Tomato puree,83.5,349.36,13.0,13.0,0.5,0.0,4.4,4.7,0.12,0.05,1.0,-5.0,99.0,1.0,Low,Medium,False
Milbona,20775995,Halloumi,307.36,1285.99,1.4,1.4,24.0,16.0,20.0,2.88,2.5,1.0,3.0,18.0,25.0,1.0,High,Low,False
Proper,5060283760003,Proper Corn Lightly Sea Salted,87.9,367.77,11.3,0.6,3.5,0.3,1.7,2.2,0.22,0.09,3.0,6.0,12.78,0.05,Low,Low,False
Sainsbury's,1137637,Semi Skimmed Milk,50.8,212.55,4.8,4.8,1.8,1.1,3.6,0.5,0.11,0.04,1.4,0.0,0.0,1.0,Low,Low,False
"Remedy Kombucha, Remedy",9350271000126,Organic Kombucha Raspberry Lemonade,7.6,31.8,0.4,0.0,0.4,0.4,0.4,0.4,0.0,0.0,4.0,4.0,2.5,0.0,Low,Low,True
Bonne Maman,3608580968597,Reduced sugar raspberry extra jam,161.6,676.13,37.0,37.0,0.2,0.0,0.8,4.3,0.0,0.0,4.0,8.0,72.0,1.0,Medium,High,True
John West,5000171055026,Tuna Chunks in Spring Water,112.06,468.86,0.0,0.0,0.7,0.2,25.0,2.88,0.8,0.32,3.0,-3.0,0.0,0.0,Medium,Low,False
Lurpak,5740900402768,Lupark Spreadable Lighter,515.8,2158.11,0.4,0.4,57.0,22.0,0.3,0.0,0.91,0.36,2.0,15.0,23.11,1.0,High,Low,False
Gourmet,8719200245853,Pro Active,540.2,2260.2,0.5,0.5,59.0,12.0,0.5,2.6,0.5,0.2,4.0,7.0,25.0,1.0,High,Low,True
Bimbo,8412600018897,PAN INTEGRAL 84%,305.3,1277.38,42.0,2.7,1.7,0.4,11.0,39.0,1.1,0.44,4.0,-2.0,0.0,0.06,High,Low,True
Lune de Miel,3088541012697,Miel,326.5,1366.08,80.0,80.0,0.5,0.5,0.5,0.0,0.02,0.01,2.0,18.0,0.0,1.0,High,High,False
Innocent,5038862104708,apple juice,45.8,191.63,11.0,9.5,0.0,0.0,0.2,0.5,0.0,0.0,1.0,7.0,75.0,0.86,Low,Medium,False
mams,8851876200412,instant rice vermicelli noodles,161.8,676.97,37.0,2.64,0.0,0.04,3.0,0.9,18.8,7.52,3.0,0.0,0.0,0.07,Medium,Low,False
Hipro,34361690334,Hipro saveur coco,61.36,256.73,3.6,3.3,0.4,0.4,9.7,2.28,0.12,0.05,3.4,-3.2,0.05,0.92,Low,Low,False
Bio & Me,5070000126562,Apple & Cinnamon Granola,274.9,1150.18,38.7,5.7,8.5,1.2,6.5,8.8,0.02,0.01,4.0,-2.0,34.27,0.15,Medium,Medium,True
MayMouna,12991240,MayMouna Semoule Fine,359.0,1502.06,72.0,3.8,1.0,0.32,14.0,3.0,0.26,0.1,1.8,1.0,0.0,0.05,High,Low,False
"Fullgreen, Waitrose",5060419860003,Riced Cauliflower,18.7,78.24,2.0,1.3,0.3,0.1,1.3,1.4,0.03,0.01,1.0,-5.0,100.0,0.65,Low,Low,False
Rivercote,20891299,Lightly Salted Rice Crackers,401.8,1681.13,85.0,3.4,3.6,0.9,6.9,0.9,1.0,0.4,4.0,7.0,0.0,0.04,High,Low,True
Tesco,5057753916428,Honey & Almond Granola,426.5,1784.48,64.3,15.6,12.3,1.5,11.4,6.5,0.1,0.04,4.0,2.0,10.21,0.24,High,High,True
Jif Natural Creamy,51500243213,Peanut Butter Spread,210.0,878.64,8.0,4.0,16.0,3.5,7.0,3.0,0.2,0.08,3.0,6.0,75.8,0.5,Medium,Low,False
Heinz,5000157062635,Minestrone Soup,32.2,134.72,6.2,1.8,0.2,0.0,1.0,0.8,0.6,0.24,4.0,1.0,47.41,0.29,Low,Low,True
mira,6191428900073,Eau de source naturelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,31.0,1.0,0.0,0.0,0.0,Low,Low,False
M&S Food,395496,All Butter Pistachio and Almond Cookies,530.0,2217.52,50.0,19.0,31.4,13.3,10.1,3.5,0.73,0.29,4.0,23.0,22.0,0.38,High,High,True
D'aucy,3017800509968,Aubergines cuisinées à la provençale d'aucy 380g,71.6,299.57,5.1,5.1,4.6,0.6,1.1,2.7,0.59,0.24,3.0,-2.0,96.7,1.0,Low,Medium,False
Bramwells,4088600213019,Brown Sauce,99.9,417.98,23.0,17.0,0.5,0.2,0.5,0.7,0.91,0.36,4.0,9.0,2.73,0.74,Low,High,True
Arla,4016241050199,Skyr creamy Natural,101.16,423.25,3.9,3.9,5.0,3.4,9.0,2.28,0.13,0.05,3.4,2.0,0.0,1.0,Medium,Low,False
Tesco,5054268267717,Tesco Greek Style Yoghurt 4 X,104.5,437.23,4.2,4.2,7.5,5.1,3.7,2.7,0.1,0.04,1.0,6.0,0.0,1.0,Medium,Low,False
Eliges,8480012012352,Unknown Product,304.5,1274.03,49.0,3.0,0.5,0.1,15.0,22.0,0.53,0.21,1.0,-1.8,0.0,0.06,High,Low,False
Kirkland,96619225798,beurre de noix mélangées avec graines,212.0,887.01,8.0,1.0,16.0,4.0,7.0,4.0,0.0,0.0,1.0,-6.0,90.0,0.12,Medium,Low,False
Asda,5063089112427,Corn Flakes,386.6,1617.53,85.0,6.1,1.2,0.3,7.7,2.5,0.59,0.24,3.0,4.0,0.0,0.07,High,Medium,False
Walker,5000328435756,Sour Cream Multigrain Snacks,120.9,505.85,15.0,1.0,5.5,0.05,1.8,2.1,13.49,5.4,4.0,1.0,0.0,0.07,Medium,Low,True
Beyond Meat,850004207413,Beyond Burger,196.8,823.41,5.6,0.6,12.0,2.9,16.0,1.2,0.74,0.3,4.0,1.0,8.18,0.11,Medium,Low,True
"Marks & Spencer,Simply M&S",819589,Tomato Ketchup,157.3,658.14,36.1,35.6,0.1,0.1,2.0,2.0,1.26,0.5,4.0,17.0,37.0,0.99,Medium,High,True
Tesco,5052003594449,Sun-dried tomato,227.4,951.44,22.9,6.4,12.0,1.4,3.0,7.9,1.25,0.5,1.0,3.0,49.25,0.28,Medium,Medium,False
Heinz Foods UK Ltd,5000157079756,Bull's-Eye Original BBQ Sauce,164.2,687.01,38.0,33.0,0.2,0.0,1.3,2.6,2.5,1.0,4.0,21.0,53.6,0.87,Medium,High,True
The Coconut Collab,5060426812828,Gut Health Light and Creamy,79.2,331.37,6.0,1.2,5.8,5.3,0.7,0.1,0.0,0.0,4.0,0.0,90.0,0.2,Low,Low,True
Sainsburys,332071,Baked Beans (Reduced Sugar & Salt),154.3,645.59,21.0,4.9,0.9,0.2,9.6,11.9,0.6,0.24,4.0,-9.0,84.0,0.23,Medium,Low,True
Mr Hughs,5060265830274,Extra Virgin Rapeseed Oil,864.5,3617.07,0.5,0.5,95.5,6.69,0.5,0.5,0.01,0.0,2.0,2.0,100.0,1.0,High,Low,False
Graham's,5025840000978,Graham's Gold Smooth,80.6,337.23,4.4,4.4,4.8,2.5,3.6,2.7,31.75,12.7,1.0,0.4,0.0,1.0,Low,Low,False
Tesco,5052909349723,Guacamole,142.56,596.47,3.3,1.32,13.2,2.6,1.2,2.88,0.27,0.11,3.0,2.0,88.06,0.4,Medium,Low,False
Star,6111184006109,Tomato ketchup,107.77,450.91,24.35,24.35,0.09,0.09,1.25,2.28,10.0,4.0,3.4,28.0,11.7,1.0,Medium,High,False
Co Op,5000128832519,Chocolat Noir IRRESISTIBLE 70%,575.4,2407.47,36.0,29.0,42.0,26.0,8.4,9.9,0.01,0.0,4.0,20.0,0.0,0.81,High,High,True
Vital Proteins,857273008666,Collagen Peptides,72.0,301.25,0.0,0.0,0.0,0.0,18.0,0.0,0.28,0.11,2.0,11.4,0.0,0.0,Low,Low,False
Rügenwalder Mühle,4000405001738,Veganer Hauchgenuss Klassisch - Typ Hähnchen,92.4,386.6,3.4,0.5,3.6,0.3,8.4,6.4,2.0,0.8,4.0,3.0,7.5,0.15,Low,Low,True
Crownfield,4056489562979,Protein porridge chocolate,120.4,503.75,15.6,4.9,2.4,1.1,8.2,1.8,0.17,0.07,2.2,0.0,0.0,0.31,Medium,Low,False
Orangina,6111242370258,Orangina,41.6,174.05,10.3,10.0,0.0,0.0,0.1,0.0,0.0,0.0,2.6,11.0,14.0,0.97,Low,Medium,False
Chergui,6111126002299,Fawakih,56.1,234.72,11.5,11.5,0.1,0.0,1.0,2.6,0.0,0.0,4.0,14.0,0.0,1.0,Low,Medium,True
Deliciously Ella,5060482841770,chocolate orange dipped almonds,620.2,2594.92,28.6,17.7,47.4,14.7,13.8,12.0,0.15,0.06,3.0,17.0,50.0,0.62,High,High,False
Heinz,6290090011039,HEINZ TOMATO KETCHUP,103.3,432.21,23.5,22.8,0.1,0.06,1.2,1.8,1.8,0.72,4.0,14.8,56.25,0.97,Medium,High,True
Danone,5060058330868,Actimel Strawberry,72.7,304.18,12.0,12.0,1.5,1.0,2.8,0.0,0.1,0.04,4.0,11.0,2.1,1.0,Low,Medium,True
Unknown Brand,6111249190279,Filets de maquereaux,219.26,917.38,0.2,0.0,13.5,3.3,23.1,2.28,1.3,0.52,3.4,2.0,7.29,0.0,Medium,Low,False
